"mbtag","artist_id"
"electronica","AR4T3B21187B99D5AF"
"chillout","AR4T3B21187B99D5AF"
"downbeat","AR4T3B21187B99D5AF"
"psybient","AR4T3B21187B99D5AF"
"psytrance","AR4T3B21187B99D5AF"
"progressive psytrance","AR4T3B21187B99D5AF"
"dubstep","AR4T3B21187B99D5AF"
"slide didgeridoo","AR4T3B21187B99D5AF"
"slide didg","AR4T3B21187B99D5AF"
"rock and indie","AR4TF3V1187B9AC709"
"uk","AR4TF3V1187B9AC709"
"goth","AR4TF3V1187B9AC709"
"london","AR4TF3V1187B9AC709"
"england","AR4TF3V1187B9AC709"
"american","AR4TLW81187B99683D"
"folk","AR4TLW81187B99683D"
"rock and indie","AR4TNSH1187B9A03C7"
"classic pop and rock","AR4TPZ21187FB4C5CB"
"pop","AR4TSH71187FB3609B"
"german","AR4TSH71187FB3609B"
"girl group","AR4TSH71187FB3609B"
"rock and indie","AR4TV7J1187FB400C9"
"classic pop and rock","AR4U91L1187B9A2401"
"américain","AR4UL0A1187FB36895"
"usa","AR4UL0A1187FB36895"
"american","AR4UL0A1187FB36895"
